Doc ID,Question,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Is Changed,Text Output,NormalizedTextOutput,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4
10,Is a c++ code shown in the picture? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5621,0.562,,
10,Is a c++ code shown in the picture? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.9031,0.9031,,
11,Is a python code shown in the picture? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.4999,0.4999,,
11,Is a python code shown in the picture? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.917,0.917,,
11,Is a python code shown in the picture? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.865,0.865,,
11,Is a python code shown in the picture? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.951,0.951,,
12,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5696,0.5695,,
12,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5961,0.5961,,
12,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6185,0.6185,,
12,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6616,0.6616,,
13,The image shows a python code. Is the output of the code '9'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5924,0.5923,,
13,The image shows a python code. Is the output of the code '9'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.6403,0.6402,,
13,The image shows a python code. Is the output of the code '9'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6581,0.6581,,
13,The image shows a python code. Is the output of the code '9'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6822,0.6822,,
14,The image shows a python code. Is the output of the code 'the list has more than 2 numbers'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.6331,0.633,,
14,The image shows a python code. Is the output of the code 'the list has more than 2 numbers'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.7602,0.7602,,
14,The image shows a python code. Is the output of the code 'the list has more than 2 numbers'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5846,0.5846,,
14,The image shows a python code. Is the output of the code 'the list has more than 2 numbers'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.7084,0.7084,,
15,The image shows a python code. Is the output of the code 'the list has less than 2 numbers'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.6511,0.651,,
15,The image shows a python code. Is the output of the code 'the list has less than 2 numbers'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5847,0.5846,,
15,The image shows a python code. Is the output of the code 'the list has less than 2 numbers'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6292,0.6292,,
15,The image shows a python code. Is the output of the code 'the list has less than 2 numbers'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6543,0.6543,,
16,The image shows a python code. Will the number 3 appear in the output of the code? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.5194,0.5193,,
16,The image shows a python code. Will the number 3 appear in the output of the code? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.6186,0.6185,,
16,The image shows a python code. Will the number 3 appear in the output of the code? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.699,0.699,,
16,The image shows a python code. Will the number 3 appear in the output of the code? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.7055,0.7055,,
17,The image shows a python code. Will the number 6 appear in the output of the code? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 0,False,['No'],no,0.5505,0.5504,,
17,The image shows a python code. Will the number 6 appear in the output of the code? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 1,False,['No'],no,0.5543,0.5543,,
17,The image shows a python code. Will the number 6 appear in the output of the code? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 2,False,['No'],no,0.6369,0.6369,,
17,The image shows a python code. Will the number 6 appear in the output of the code? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 3,False,['No'],no,0.6075,0.6075,,
18,The image shows a python code. Is the output of the code 'working hard'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.5036,0.5035,,
18,The image shows a python code. Is the output of the code 'working hard'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,True,['No'],no,0.5307,0.5306,,
18,The image shows a python code. Is the output of the code 'working hard'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.6144,0.6144,,
18,The image shows a python code. Is the output of the code 'working hard'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.603,0.603,,
19,The image shows a python code. Is the output of the code 'playing hard'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.596,0.5958,,
19,The image shows a python code. Is the output of the code 'playing hard'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5385,0.5385,,
19,The image shows a python code. Is the output of the code 'playing hard'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5693,0.5692,,
19,The image shows a python code. Is the output of the code 'playing hard'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.546,0.546,,
20,The image shows a python code. Is the output of the code 'a cat'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.5734,0.5734,,
20,The image shows a python code. Is the output of the code 'a cat'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,True,['No'],no,0.6402,0.6402,,
20,The image shows a python code. Is the output of the code 'a cat'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.5425,0.5424,,
20,The image shows a python code. Is the output of the code 'a cat'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.5846,0.5846,,
21,The image shows a python code. Is the output of the code 'a dog'? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.6184,0.6183,,
21,The image shows a python code. Is the output of the code 'a dog'? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.6752,0.6752,,
21,The image shows a python code. Is the output of the code 'a dog'? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.577,0.577,,
21,The image shows a python code. Is the output of the code 'a dog'? Please answer yes or no.,No,['No'],1.0,code_reasoning,Unknown,Stage 3,True,['No'],no,0.5151,0.5151,,
22,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.5504,0.5503,,
22,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 1,True,['No'],no,0.5348,0.5348,,
22,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 2,True,['No'],no,0.5772,0.5772,,
22,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 3,True,['No'],no,0.6439,0.6439,,
23,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5619,0.5619,,
23,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5426,0.5426,,
23,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5542,0.5542,,
23,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.5886,0.5886,,
24,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.5464,0.5463,,
24,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.5191,0.5191,,
24,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.5502,0.5502,,
24,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 3,True,['No'],no,0.5191,0.5191,,
25,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5618,0.5617,,
25,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5579,0.5579,,
25,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5695,0.5694,,
25,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.5075,0.5074,,
26,The image shows a python code. Is the output of the code 'Hello'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.6403,0.6401,,
26,The image shows a python code. Is the output of the code 'Hello'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.6821,0.6821,,
26,The image shows a python code. Is the output of the code 'Hello'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6856,0.6855,,
26,The image shows a python code. Is the output of the code 'Hello'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6921,0.6921,,
27,The image shows a python code. Is the output of the code 'World'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.6403,0.6402,,
27,The image shows a python code. Is the output of the code 'World'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.658,0.658,,
27,The image shows a python code. Is the output of the code 'World'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.7151,0.7151,,
27,The image shows a python code. Is the output of the code 'World'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6439,0.6439,,
28,The image shows a python code. Is the output of the code 'x is smaller than 10'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5886,0.5886,,
28,The image shows a python code. Is the output of the code 'x is smaller than 10'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5192,0.5192,,
28,The image shows a python code. Is the output of the code 'x is smaller than 10'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5113,0.5113,,
28,The image shows a python code. Is the output of the code 'x is smaller than 10'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6034,0.6034,,
29,The image shows a python code. Is the output of the code 'x is larger than 10'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.6651,0.6651,,
29,The image shows a python code. Is the output of the code 'x is larger than 10'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,True,['No'],no,0.5465,0.5465,,
29,The image shows a python code. Is the output of the code 'x is larger than 10'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.5075,0.5075,,
29,The image shows a python code. Is the output of the code 'x is larger than 10'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.5579,0.5579,,
30,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 0,True,['Yes'],yes,0.5114,0.5113,,
30,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.5113,0.5112,,
30,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 2,True,['No'],no,0.5347,0.5347,,
30,The image shows a python code. Is the output of the code '0'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 3,True,['No'],no,0.5809,0.5809,,
31,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5347,0.5347,,
31,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5463,0.5463,,
31,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6184,0.6184,,
31,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6184,0.6184,,
32,The image shows a python code. Is the output of the code '3'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5696,0.5695,,
32,The image shows a python code. Is the output of the code '3'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.6184,0.6183,,
32,The image shows a python code. Is the output of the code '3'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6403,0.6403,,
32,The image shows a python code. Is the output of the code '3'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.558,0.5579,,
33,The image shows a python code. Is the output of the code '2'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5619,0.5618,,
33,The image shows a python code. Is the output of the code '2'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5885,0.5885,,
33,The image shows a python code. Is the output of the code '2'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.5924,0.5924,,
33,The image shows a python code. Is the output of the code '2'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.5347,0.5347,,
34,The image shows a python code. Is the output of the code '1234'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 0,False,['No'],no,0.5581,0.5581,,
34,The image shows a python code. Is the output of the code '1234'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 1,False,['No'],no,0.5387,0.5387,,
34,The image shows a python code. Is the output of the code '1234'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 2,False,['No'],no,0.5504,0.5504,,
34,The image shows a python code. Is the output of the code '1234'? Please answer yes or no.,Yes,['No'],0.0,code_reasoning,Unknown,Stage 3,False,['No'],no,0.5387,0.5387,,
35,The image shows a python code. Is the output of the code '12345'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.5504,0.5504,,
35,The image shows a python code. Is the output of the code '12345'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.5504,0.5503,,
35,The image shows a python code. Is the output of the code '12345'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.6475,0.6475,,
35,The image shows a python code. Is the output of the code '12345'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.672,0.672,,
36,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5504,0.5503,,
36,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.6475,0.6475,,
36,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.672,0.672,,
36,The image shows a python code. Is the output of the code '11'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.6475,0.6475,,
37,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.5076,0.5076,,
37,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.6582,0.6581,,
37,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.6148,0.6148,,
37,The image shows a python code. Is the output of the code '12'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.6511,0.651,,
38,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 0,False,['Yes'],yes,0.5657,0.5656,,
38,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 1,False,['Yes'],yes,0.5922,0.5922,,
38,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 2,False,['Yes'],yes,0.6147,0.6147,,
38,The image shows a python code. Is the output of the code '1'? Please answer yes or no.,Yes,['Yes'],1.0,code_reasoning,Unknown,Stage 3,False,['Yes'],yes,0.5999,0.5998,,
39,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 0,True,['No'],no,0.5154,0.5154,,
39,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 1,True,['Yes'],yes,0.5886,0.5886,,
39,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 2,True,['Yes'],yes,0.5734,0.5734,,
39,The image shows a python code. Is the output of the code '5'? Please answer yes or no.,No,['Yes'],0.0,code_reasoning,Unknown,Stage 3,True,['Yes'],yes,0.672,0.672,,
40,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 0,True,['No'],no,0.7089,0.7088,,
40,Does this artwork belong to the type of religious? Please answer yes or no.,Yes,['Yes'],1.0,artwork,Unknown,Stage 1,True,['Yes'],yes,0.8699,0.8699,,
