Doc ID,Question,Answer,Ground Truth,Prediction,Score,Category,L2 Category,Stage,Text Output,Cumulative Confidences
3,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9585, device='cuda:3')"", ""tensor(0.9585, device='cuda:3')""]"
3,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9935, device='cuda:3')"", ""tensor(0.9935, device='cuda:3')""]"
3,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9930, device='cuda:3')"", ""tensor(0.9930, device='cuda:3')""]"
4,Is there a skis in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7548, device='cuda:3')"", ""tensor(0.7548, device='cuda:3')""]"
4,Is there a skis in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.5659, device='cuda:3')"", ""tensor(0.5659, device='cuda:3')""]"
4,Is there a skis in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.6512, device='cuda:3')"", ""tensor(0.6512, device='cuda:3')""]"
4,Is there a skis in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.7430, device='cuda:3')"", ""tensor(0.7430, device='cuda:3')""]"
5,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7519, device='cuda:3')"", ""tensor(0.7519, device='cuda:3')""]"
5,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9873, device='cuda:3')"", ""tensor(0.9873, device='cuda:3')""]"
5,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9907, device='cuda:3')"", ""tensor(0.9907, device='cuda:3')""]"
5,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9907, device='cuda:3')"", ""tensor(0.9907, device='cuda:3')""]"
6,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7025, device='cuda:3')"", ""tensor(0.7024, device='cuda:3')""]"
6,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.6892, device='cuda:3')"", ""tensor(0.6892, device='cuda:3')""]"
6,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9033, device='cuda:3')"", ""tensor(0.9032, device='cuda:3')""]"
6,Is there a truck in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9059, device='cuda:3')"", ""tensor(0.9059, device='cuda:3')""]"
7,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8104, device='cuda:3')"", ""tensor(0.8104, device='cuda:3')""]"
7,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9891, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9891, device='cuda:3', grad_fn=<ExpBackward0>)""]"
7,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9931, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9931, device='cuda:3', grad_fn=<ExpBackward0>)""]"
7,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9900, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9900, device='cuda:3', grad_fn=<ExpBackward0>)""]"
8,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.5311, device='cuda:3')"", ""tensor(0.5311, device='cuda:3')""]"
8,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9240, device='cuda:3')"", ""tensor(0.9240, device='cuda:3')""]"
8,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9832, device='cuda:3')"", ""tensor(0.9832, device='cuda:3')""]"
8,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9863, device='cuda:3')"", ""tensor(0.9863, device='cuda:3')""]"
9,Is there a car in the image?,no,no,['Yes'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7852, device='cuda:3')"", ""tensor(0.7852, device='cuda:3')""]"
9,Is there a car in the image?,no,no,['Yes'],0.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.6039, device='cuda:3')"", ""tensor(0.6039, device='cuda:3')""]"
9,Is there a car in the image?,no,no,['Yes'],0.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9566, device='cuda:3')"", ""tensor(0.9566, device='cuda:3')""]"
9,Is there a car in the image?,no,no,['Yes'],0.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9702, device='cuda:3')"", ""tensor(0.9702, device='cuda:3')""]"
10,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7431, device='cuda:3')"", ""tensor(0.7431, device='cuda:3')""]"
10,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9643, device='cuda:3')"", ""tensor(0.9642, device='cuda:3')""]"
10,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9901, device='cuda:3')"", ""tensor(0.9901, device='cuda:3')""]"
10,Is there an umbrella in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9927, device='cuda:3')"", ""tensor(0.9927, device='cuda:3')""]"
11,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7878, device='cuda:3')"", ""tensor(0.7878, device='cuda:3')""]"
11,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9873, device='cuda:3')"", ""tensor(0.9873, device='cuda:3')""]"
11,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9895, device='cuda:3')"", ""tensor(0.9895, device='cuda:3')""]"
11,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9877, device='cuda:3')"", ""tensor(0.9877, device='cuda:3')""]"
12,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9262, device='cuda:3')"", ""tensor(0.9262, device='cuda:3')""]"
12,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9773, device='cuda:3')"", ""tensor(0.9773, device='cuda:3')""]"
12,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.6187, device='cuda:3')"", ""tensor(0.6187, device='cuda:3')""]"
12,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.8079, device='cuda:3')"", ""tensor(0.8079, device='cuda:3')""]"
13,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8669, device='cuda:3')"", ""tensor(0.8669, device='cuda:3')""]"
13,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9777, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9777, device='cuda:3', grad_fn=<ExpBackward0>)""]"
13,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9913, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9913, device='cuda:3', grad_fn=<ExpBackward0>)""]"
13,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9843, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9843, device='cuda:3', grad_fn=<ExpBackward0>)""]"
14,Is there a bicycle in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8438, device='cuda:3')"", ""tensor(0.8438, device='cuda:3')""]"
14,Is there a bicycle in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9559, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9559, device='cuda:3', grad_fn=<ExpBackward0>)""]"
14,Is there a bicycle in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.5544, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.5544, device='cuda:3', grad_fn=<ExpBackward0>)""]"
14,Is there a bicycle in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.5812, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.5812, device='cuda:3', grad_fn=<ExpBackward0>)""]"
15,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8651, device='cuda:3')"", ""tensor(0.8651, device='cuda:3')""]"
15,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9752, device='cuda:3')"", ""tensor(0.9752, device='cuda:3')""]"
15,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9908, device='cuda:3')"", ""tensor(0.9908, device='cuda:3')""]"
15,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9893, device='cuda:3')"", ""tensor(0.9893, device='cuda:3')""]"
16,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7310, device='cuda:3')"", ""tensor(0.7309, device='cuda:3')""]"
16,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8080, device='cuda:3')"", ""tensor(0.8080, device='cuda:3')""]"
16,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.5195, device='cuda:3')"", ""tensor(0.5195, device='cuda:3')""]"
16,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.6548, device='cuda:3')"", ""tensor(0.6548, device='cuda:3')""]"
17,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8757, device='cuda:3')"", ""tensor(0.8756, device='cuda:3')""]"
17,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9706, device='cuda:3')"", ""tensor(0.9706, device='cuda:3')""]"
17,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9902, device='cuda:3')"", ""tensor(0.9902, device='cuda:3')""]"
17,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9766, device='cuda:3')"", ""tensor(0.9766, device='cuda:3')""]"
18,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8056, device='cuda:3')"", ""tensor(0.8055, device='cuda:3')""]"
18,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.6583, device='cuda:3')"", ""tensor(0.6583, device='cuda:3')""]"
18,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9510, device='cuda:3')"", ""tensor(0.9510, device='cuda:3')""]"
18,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9845, device='cuda:3')"", ""tensor(0.9845, device='cuda:3')""]"
19,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8104, device='cuda:3')"", ""tensor(0.8104, device='cuda:3')""]"
19,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9822, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9822, device='cuda:3', grad_fn=<ExpBackward0>)""]"
19,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9890, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9890, device='cuda:3', grad_fn=<ExpBackward0>)""]"
19,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9828, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9828, device='cuda:3', grad_fn=<ExpBackward0>)""]"
20,Is there a potted plant in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7956, device='cuda:3')"", ""tensor(0.7956, device='cuda:3')""]"
20,Is there a potted plant in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9072, device='cuda:3')"", ""tensor(0.9072, device='cuda:3')""]"
20,Is there a potted plant in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.6261, device='cuda:3')"", ""tensor(0.6261, device='cuda:3')""]"
20,Is there a potted plant in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.5428, device='cuda:3')"", ""tensor(0.5428, device='cuda:3')""]"
21,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7605, device='cuda:3')"", ""tensor(0.7605, device='cuda:3')""]"
21,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9488, device='cuda:3')"", ""tensor(0.9488, device='cuda:3')""]"
21,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9773, device='cuda:3')"", ""tensor(0.9773, device='cuda:3')""]"
21,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9740, device='cuda:3')"", ""tensor(0.9740, device='cuda:3')""]"
22,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.6187, device='cuda:3')"", ""tensor(0.6187, device='cuda:3')""]"
22,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9241, device='cuda:3')"", ""tensor(0.9241, device='cuda:3')""]"
22,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9496, device='cuda:3')"", ""tensor(0.9496, device='cuda:3')""]"
22,Is there a car in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.8175, device='cuda:3')"", ""tensor(0.8175, device='cuda:3')""]"
23,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7772, device='cuda:3')"", ""tensor(0.7772, device='cuda:3')""]"
23,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9591, device='cuda:3')"", ""tensor(0.9591, device='cuda:3')""]"
23,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9770, device='cuda:3')"", ""tensor(0.9770, device='cuda:3')""]"
23,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9786, device='cuda:3')"", ""tensor(0.9786, device='cuda:3')""]"
24,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.6477, device='cuda:3')"", ""tensor(0.6477, device='cuda:3')""]"
24,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.6297, device='cuda:3')"", ""tensor(0.6297, device='cuda:3')""]"
24,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9693, device='cuda:3')"", ""tensor(0.9693, device='cuda:3')""]"
24,Is there a traffic light in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9808, device='cuda:3')"", ""tensor(0.9808, device='cuda:3')""]"
25,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7690, device='cuda:3')"", ""tensor(0.7690, device='cuda:3')""]"
25,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9697, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9697, device='cuda:3', grad_fn=<ExpBackward0>)""]"
25,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9927, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9927, device='cuda:3', grad_fn=<ExpBackward0>)""]"
25,Is there a dining table in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9915, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.9915, device='cuda:3', grad_fn=<ExpBackward0>)""]"
26,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7248, device='cuda:3')"", ""tensor(0.7248, device='cuda:3')""]"
26,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.8128, device='cuda:3')"", ""tensor(0.8128, device='cuda:3')""]"
26,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9111, device='cuda:3')"", ""tensor(0.9111, device='cuda:3')""]"
26,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.8499, device='cuda:3')"", ""tensor(0.8499, device='cuda:3')""]"
27,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7634, device='cuda:3')"", ""tensor(0.7634, device='cuda:3')""]"
27,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9697, device='cuda:3')"", ""tensor(0.9697, device='cuda:3')""]"
27,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9907, device='cuda:3')"", ""tensor(0.9907, device='cuda:3')""]"
27,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9865, device='cuda:3')"", ""tensor(0.9865, device='cuda:3')""]"
28,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7310, device='cuda:3')"", ""tensor(0.7310, device='cuda:3')""]"
28,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9124, device='cuda:3')"", ""tensor(0.9124, device='cuda:3')""]"
28,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9173, device='cuda:3')"", ""tensor(0.9172, device='cuda:3')""]"
28,Is there a car in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9504, device='cuda:3')"", ""tensor(0.9504, device='cuda:3')""]"
29,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7745, device='cuda:3')"", ""tensor(0.7745, device='cuda:3')""]"
29,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8417, device='cuda:3')"", ""tensor(0.8417, device='cuda:3')""]"
29,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9668, device='cuda:3')"", ""tensor(0.9668, device='cuda:3')""]"
29,Is there a cup in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9546, device='cuda:3')"", ""tensor(0.9546, device='cuda:3')""]"
30,Is there a dog in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9219, device='cuda:3')"", ""tensor(0.9218, device='cuda:3')""]"
30,Is there a dog in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9679, device='cuda:3')"", ""tensor(0.9678, device='cuda:3')""]"
30,Is there a dog in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.9748, device='cuda:3')"", ""tensor(0.9748, device='cuda:3')""]"
30,Is there a dog in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.9906, device='cuda:3')"", ""tensor(0.9906, device='cuda:3')""]"
31,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9698, device='cuda:3')"", ""tensor(0.9697, device='cuda:3')""]"
31,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9642, device='cuda:3')"", ""tensor(0.9642, device='cuda:3')""]"
31,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9814, device='cuda:3')"", ""tensor(0.9814, device='cuda:3')""]"
31,Is there a person in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9783, device='cuda:3')"", ""tensor(0.9783, device='cuda:3')""]"
32,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8740, device='cuda:3')"", ""tensor(0.8740, device='cuda:3')""]"
32,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.7634, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.7634, device='cuda:3', grad_fn=<ExpBackward0>)""]"
32,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 2,['Yes'],"[""tensor(0.7852, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.7852, device='cuda:3', grad_fn=<ExpBackward0>)""]"
32,Is there a dining table in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 3,['Yes'],"[""tensor(0.8104, device='cuda:3', grad_fn=<ExpBackward0>)"", ""tensor(0.8104, device='cuda:3', grad_fn=<ExpBackward0>)""]"
33,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8947, device='cuda:3')"", ""tensor(0.8947, device='cuda:3')""]"
33,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9732, device='cuda:3')"", ""tensor(0.9732, device='cuda:3')""]"
33,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9857, device='cuda:3')"", ""tensor(0.9857, device='cuda:3')""]"
33,Is there a car in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.9776, device='cuda:3')"", ""tensor(0.9776, device='cuda:3')""]"
34,Is there a bed in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.7981, device='cuda:3')"", ""tensor(0.7981, device='cuda:3')""]"
34,Is there a bed in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.9324, device='cuda:3')"", ""tensor(0.9324, device='cuda:3')""]"
34,Is there a bed in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.9196, device='cuda:3')"", ""tensor(0.9196, device='cuda:3')""]"
34,Is there a bed in the image?,yes,yes,['No'],0.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.8332, device='cuda:3')"", ""tensor(0.8332, device='cuda:3')""]"
35,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.8840, device='cuda:3')"", ""tensor(0.8840, device='cuda:3')""]"
35,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 1,['No'],"[""tensor(0.8151, device='cuda:3')"", ""tensor(0.8151, device='cuda:3')""]"
35,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 2,['No'],"[""tensor(0.7981, device='cuda:3')"", ""tensor(0.7981, device='cuda:3')""]"
35,Is there a chair in the image?,no,no,['No'],1.0,popular,Unknown,Stage 3,['No'],"[""tensor(0.8723, device='cuda:3')"", ""tensor(0.8723, device='cuda:3')""]"
36,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 0,['No'],"[""tensor(0.9343, device='cuda:3')"", ""tensor(0.9343, device='cuda:3')""]"
36,Is there a person in the image?,yes,yes,['Yes'],1.0,popular,Unknown,Stage 1,['Yes'],"[""tensor(0.9784, device='cuda:3')"", ""tensor(0.9783, device='cuda:3')""]"
